Email,First Name,Last Name,Company,Website,Phone,Address,Title,fitScore,fitLabel,status,sentAt,LinkedIn,Segment,Priority,EmailType,resendId,resendStatus,deliveryStatus,resendCreatedAt,resendScheduledAt,resendLastSyncedAt,resendSubject,resendFrom,resendTo,resendError
contact@hpsemergencyplumbingsydney.com.au,,,Hpsemergencyplumbingsydney,/aclk?sa=L&ai=DChsSEwjyxfL4rKuWAxUBjGYCHc0DDRAYACICCAEQABoCc20&co=1&ase=2&gclid=EAIaIQobChMI8sXy-KyrlgMVAYxmAh3NAw0QEBAYASAAEgK2t_D_BwE&cid=CAASuwHkaHSRwAHcaq6GXLX8HH7hd99UwAcMgTBb6fkHNNeRUWZaZMCn_kodlNn3PokjuIqF25DmLRmoLFBWtB-1UUwCBXk6zJzlnppqE-t9Jf8w3AlIWTEVIhBPx1LzWW5dUQU7A2QA1U7aBoSOChDuRpMhtxk-1XaY4K-bqtRgizCqHMOislKcdUK4r4X-IJQRIyAiVWpWRsWl_Xb9-65-3jq_Wb12e40LxKyi4ceO4mc6hD1DcOSn4_aEUnKC&cce=2&category=acrcp_v1_32&sig=AOD64_3yr-AU0b-i8IvnQV8uKxbo43qHaA&adurl&q&ctype=99&nis=6, 0485 900 380,Pyrmont NSW Australia,Business Owner / Managing Director,92,High,sent,2026-08-19,,Plumbing & Trades,High,Personalized,97e014eb-6776-4e9f-a379-67e7ecd0de5c,sent,sent,,,,AI Integration & Web growth for Hpsemergencyplumbingsydney Pyrmont NSW Australia?,WP Pro <hello@email.wppro.com.au>,contact@hpsemergencyplumbingsydney.com.au,
info@twinplumbing.com.au,,,Twinplumbing,http://www.twinplumbing.com.au/, 1300 765 701,", 6/616 Harris St, Ultimo NSW 2007",Business Owner / Managing Director,92,High,sent,2026-08-19,,Plumbing & Trades,High,Personalized,4925bb5f-86bd-40a4-81db-a46ec5cc6101,sent,sent,,,,AI Integration & Web growth for Twinplumbing ?,WP Pro <hello@email.wppro.com.au>,info@twinplumbing.com.au,
info@servicetoday.com.au,,,Servicetoday,https://www.servicetoday.com.au/plumbers/plumber-sydney/plumber-darlinghurst/, 0488 823 025,Darlinghurst NSW Australia,Business Owner / Managing Director,92,High,sent,2026-08-19,,Plumbing & Trades,High,Personalized,80678900-f667-491c-9a56-b222082c6700,sent,sent,,,,AI Integration & Web growth for Servicetoday Darlinghurst NSW Australia?,WP Pro <hello@email.wppro.com.au>,info@servicetoday.com.au,
contact@yassplumbing.com.au,,,Yassplumbing,/aclk?sa=L&ai=DChsSEwjl_5SGrauWAxUjk2YCHXaAAhoYACICCAEQAxoCc20&co=1&ase=2&gclid=EAIaIQobChMI5f-Uhq2rlgMVI5NmAh12gAIaEBAYASAAEgIFlvD_BwE&cid=CAASuwHkaKj34785QaOF_STHoiAWGkUonk948dzzZPs8bjESr-ybb1lx3C3-aJvKyFDtLCVKuF3LahJNigBDN3wiRiL9B8sQ8_vEDYaDWHQWayb5fb_0UtF8mWxT1bSh2jzXipEZ2O0Z4o1VVkWTCguXBKA61toEYP27dc4z1joKKkc-WCpqZqns6m6wT3OVzk70D8xeKK2uCW3pjgWKggHBGVYQV-fToWbOfkX7EIZeO0tLwRT8DQlxmHDhbErc&cce=2&category=acrcp_v1_32&sig=AOD64_1y3AnNgZfdEmNeNuQidjAiLsKLAg&adurl&q&ctype=99&nis=6, 0416 733 100,", Ste 311/79-83 Longueville Rd, Lane Cove NSW 2066",Business Owner / Managing Director,92,High,sent,2026-08-19,,Plumbing & Trades,High,Personalized,776de97e-af27-418f-9868-441503b4f1b1,sent,sent,,,,AI Integration & Web growth for Yassplumbing ?,WP Pro <hello@email.wppro.com.au>,contact@yassplumbing.com.au,
contact@paddoplumbingbathrooms.com.au,,,Paddoplumbingbathrooms,/aclk?sa=L&ai=DChsSEwjl_5SGrauWAxUjk2YCHXaAAhoYACICCAEQAxoCc20&co=1&ase=2&gclid=EAIaIQobChMI5f-Uhq2rlgMVI5NmAh12gAIaEBAYASAAEgIFlvD_BwE&cid=CAASuwHkaKj34785QaOF_STHoiAWGkUonk948dzzZPs8bjESr-ybb1lx3C3-aJvKyFDtLCVKuF3LahJNigBDN3wiRiL9B8sQ8_vEDYaDWHQWayb5fb_0UtF8mWxT1bSh2jzXipEZ2O0Z4o1VVkWTCguXBKA61toEYP27dc4z1joKKkc-WCpqZqns6m6wT3OVzk70D8xeKK2uCW3pjgWKggHBGVYQV-fToWbOfkX7EIZeO0tLwRT8DQlxmHDhbErc&cce=2&category=acrcp_v1_32&sig=AOD64_1y3AnNgZfdEmNeNuQidjAiLsKLAg&adurl&q&ctype=99&nis=6, 0452 071 699,", Oxford St, Paddington NSW 2021",Business Owner / Managing Director,92,High,sent,2026-08-19,,Plumbing & Trades,High,Personalized,21b9bd5b-3767-43e4-8c8a-927881fe78be,sent,sent,,,,AI Integration & Web growth for Paddoplumbingbathrooms ?,WP Pro <hello@email.wppro.com.au>,contact@paddoplumbingbathrooms.com.au,
info@zetlandplumbing.com.au,,,Zetlandplumbing,http://www.zetlandplumbing.com.au/, 0433 755 648,", 9 Grandstand Parade, Zetland NSW 2017",Business Owner / Managing Director,92,High,sent,2026-08-19,,Plumbing & Trades,High,Personalized,e000aaf7-d3d3-44d9-a0cb-f7b8a99fb1b4,sent,sent,,,,AI Integration & Web growth for Zetlandplumbing ?,WP Pro <hello@email.wppro.com.au>,info@zetlandplumbing.com.au,
info@sydneyparkplumbing.com.au,,,Sydneyparkplumbing,http://www.sydneyparkplumbing.com.au/, 1300 313 434,", 53 Bourke Rd, Alexandria NSW 2015",Business Owner / Managing Director,92,High,sent,2026-08-19,,Plumbing & Trades,High,Personalized,c2e2c604-0c4f-404b-8b0b-31c91ba8502a,sent,sent,,,,AI Integration & Web growth for Sydneyparkplumbing ?,WP Pro <hello@email.wppro.com.au>,info@sydneyparkplumbing.com.au,
contact@sydneyinlineplumbing.com.au,,,Sydneyinlineplumbing,/aclk?sa=L&ai=DChsSEwiRh7mUrauWAxVdhmYCHRRjLw4YACICCAEQABoCc20&co=1&ase=2&gclid=EAIaIQobChMIkYe5lK2rlgMVXYZmAh0UYy8OEBAYASAAEgIC6vD_BwE&cid=CAASuwHkaEYJNO5h0uSNRwDQyqR7vYUDnC4ovCMydYLngP-Lx655VeEQdcNetZ4td41O_jwB_QndVBbYYDXJRzu0Ulhcl_AHOXmhxAAhvTuMqhWfKpihTaTF6qT33daCWY5UeVaLDJl0Lu1aECzvgjSGwiZTwtSaXb8fHyC18LHrMHu7Qdoiuj8GCt_Z5xBFJkJVIalZs_Q_53Ewr6M1v-3ULr4QqL73MDRQpsJemZnhp1bEZV1JmhpFlKfNqX7G&cce=2&category=acrcp_v1_32&sig=AOD64_1c1XOosqmveQuJyx_FOKTOostmbA&adurl&q&ctype=99&nis=6, 0480 872 786,", 41-51 Wentworth Ave, Pagewood NSW 2035",Business Owner / Managing Director,92,High,sent,2026-08-19,,Plumbing & Trades,High,Personalized,1834579a-96cd-40fc-8779-2c380f5cd4c2,sent,sent,,,,AI Integration & Web growth for Sydneyinlineplumbing ?,WP Pro <hello@email.wppro.com.au>,contact@sydneyinlineplumbing.com.au,
contact@plumberooplumbing.com.au,,,Plumberooplumbing,/aclk?sa=L&ai=DChsSEwiRh7mUrauWAxVdhmYCHRRjLw4YACICCAEQABoCc20&co=1&ase=2&gclid=EAIaIQobChMIkYe5lK2rlgMVXYZmAh0UYy8OEBAYASAAEgIC6vD_BwE&cid=CAASuwHkaEYJNO5h0uSNRwDQyqR7vYUDnC4ovCMydYLngP-Lx655VeEQdcNetZ4td41O_jwB_QndVBbYYDXJRzu0Ulhcl_AHOXmhxAAhvTuMqhWfKpihTaTF6qT33daCWY5UeVaLDJl0Lu1aECzvgjSGwiZTwtSaXb8fHyC18LHrMHu7Qdoiuj8GCt_Z5xBFJkJVIalZs_Q_53Ewr6M1v-3ULr4QqL73MDRQpsJemZnhp1bEZV1JmhpFlKfNqX7G&cce=2&category=acrcp_v1_32&sig=AOD64_1c1XOosqmveQuJyx_FOKTOostmbA&adurl&q&ctype=99&nis=6, (02) 9191 8787,", Unit 10/20 Ricketty St, Mascot NSW 2020",Business Owner / Managing Director,92,High,sent,2026-08-19,,Plumbing & Trades,High,Personalized,f17d8bbf-6087-49c0-ab0f-35a724f97031,sent,sent,,,,AI Integration & Web growth for Plumberooplumbing ?,WP Pro <hello@email.wppro.com.au>,contact@plumberooplumbing.com.au,
contact@servicetodayplumbermascot.com.au,,,Servicetodayplumbermascot,/aclk?sa=L&ai=DChsSEwiRh7mUrauWAxVdhmYCHRRjLw4YACICCAEQABoCc20&co=1&ase=2&gclid=EAIaIQobChMIkYe5lK2rlgMVXYZmAh0UYy8OEBAYASAAEgIC6vD_BwE&cid=CAASuwHkaEYJNO5h0uSNRwDQyqR7vYUDnC4ovCMydYLngP-Lx655VeEQdcNetZ4td41O_jwB_QndVBbYYDXJRzu0Ulhcl_AHOXmhxAAhvTuMqhWfKpihTaTF6qT33daCWY5UeVaLDJl0Lu1aECzvgjSGwiZTwtSaXb8fHyC18LHrMHu7Qdoiuj8GCt_Z5xBFJkJVIalZs_Q_53Ewr6M1v-3ULr4QqL73MDRQpsJemZnhp1bEZV1JmhpFlKfNqX7G&cce=2&category=acrcp_v1_32&sig=AOD64_1c1XOosqmveQuJyx_FOKTOostmbA&adurl&q&ctype=99&nis=6, 0488 823 216,Mascot NSW Australia,Business Owner / Managing Director,92,High,sent,2026-08-19,,Plumbing & Trades,High,Personalized,d31a8b4f-654d-432d-94ce-2ca47dd2e7c6,sent,sent,,,,AI Integration & Web growth for Servicetodayplumbermascot Mascot NSW Australia?,WP Pro <hello@email.wppro.com.au>,contact@servicetodayplumbermascot.com.au,
contact@allaustralianplumbingandmaintenance.com.au,,,Allaustralianplumbingandmaintenance,/aclk?sa=L&ai=DChsSEwiRh7mUrauWAxVdhmYCHRRjLw4YACICCAEQABoCc20&co=1&ase=2&gclid=EAIaIQobChMIkYe5lK2rlgMVXYZmAh0UYy8OEBAYASAAEgIC6vD_BwE&cid=CAASuwHkaEYJNO5h0uSNRwDQyqR7vYUDnC4ovCMydYLngP-Lx655VeEQdcNetZ4td41O_jwB_QndVBbYYDXJRzu0Ulhcl_AHOXmhxAAhvTuMqhWfKpihTaTF6qT33daCWY5UeVaLDJl0Lu1aECzvgjSGwiZTwtSaXb8fHyC18LHrMHu7Qdoiuj8GCt_Z5xBFJkJVIalZs_Q_53Ewr6M1v-3ULr4QqL73MDRQpsJemZnhp1bEZV1JmhpFlKfNqX7G&cce=2&category=acrcp_v1_32&sig=AOD64_1c1XOosqmveQuJyx_FOKTOostmbA&adurl&q&ctype=99&nis=6, 0406 022 729,", 25 George St, Eastlakes NSW 2018",Business Owner / Managing Director,92,High,pending,,,Plumbing & Trades,High,Personalized,,,,,,,,,,
contact@mremergencyplumbingmascot.com.au,,,Mremergencyplumbingmascot,/aclk?sa=L&ai=DChsSEwiRh7mUrauWAxVdhmYCHRRjLw4YACICCAEQABoCc20&co=1&ase=2&gclid=EAIaIQobChMIkYe5lK2rlgMVXYZmAh0UYy8OEBAYASAAEgIC6vD_BwE&cid=CAASuwHkaEYJNO5h0uSNRwDQyqR7vYUDnC4ovCMydYLngP-Lx655VeEQdcNetZ4td41O_jwB_QndVBbYYDXJRzu0Ulhcl_AHOXmhxAAhvTuMqhWfKpihTaTF6qT33daCWY5UeVaLDJl0Lu1aECzvgjSGwiZTwtSaXb8fHyC18LHrMHu7Qdoiuj8GCt_Z5xBFJkJVIalZs_Q_53Ewr6M1v-3ULr4QqL73MDRQpsJemZnhp1bEZV1JmhpFlKfNqX7G&cce=2&category=acrcp_v1_32&sig=AOD64_1c1XOosqmveQuJyx_FOKTOostmbA&adurl&q&ctype=99&nis=6, 1300 164 064,Mascot NSW Australia,Business Owner / Managing Director,92,High,pending,,,Plumbing & Trades,High,Personalized,,,,,,,,,,
contact@jetsetplumbingsydney.com.au,,,Jetsetplumbingsydney,/aclk?sa=L&ai=DChsSEwiRh7mUrauWAxVdhmYCHRRjLw4YACICCAEQABoCc20&co=1&ase=2&gclid=EAIaIQobChMIkYe5lK2rlgMVXYZmAh0UYy8OEBAYASAAEgIC6vD_BwE&cid=CAASuwHkaEYJNO5h0uSNRwDQyqR7vYUDnC4ovCMydYLngP-Lx655VeEQdcNetZ4td41O_jwB_QndVBbYYDXJRzu0Ulhcl_AHOXmhxAAhvTuMqhWfKpihTaTF6qT33daCWY5UeVaLDJl0Lu1aECzvgjSGwiZTwtSaXb8fHyC18LHrMHu7Qdoiuj8GCt_Z5xBFJkJVIalZs_Q_53Ewr6M1v-3ULr4QqL73MDRQpsJemZnhp1bEZV1JmhpFlKfNqX7G&cce=2&category=acrcp_v1_32&sig=AOD64_1c1XOosqmveQuJyx_FOKTOostmbA&adurl&q&ctype=99&nis=6, 1300 753 644,Mascot NSW Australia,Business Owner / Managing Director,92,High,pending,,,Plumbing & Trades,High,Personalized,,,,,,,,,,
contact@aquaflushprofessionalplumbingservices.com.au,,,Aquaflushprofessionalplumbingservices,/aclk?sa=L&ai=DChsSEwiRh7mUrauWAxVdhmYCHRRjLw4YACICCAEQABoCc20&co=1&ase=2&gclid=EAIaIQobChMIkYe5lK2rlgMVXYZmAh0UYy8OEBAYASAAEgIC6vD_BwE&cid=CAASuwHkaEYJNO5h0uSNRwDQyqR7vYUDnC4ovCMydYLngP-Lx655VeEQdcNetZ4td41O_jwB_QndVBbYYDXJRzu0Ulhcl_AHOXmhxAAhvTuMqhWfKpihTaTF6qT33daCWY5UeVaLDJl0Lu1aECzvgjSGwiZTwtSaXb8fHyC18LHrMHu7Qdoiuj8GCt_Z5xBFJkJVIalZs_Q_53Ewr6M1v-3ULr4QqL73MDRQpsJemZnhp1bEZV1JmhpFlKfNqX7G&cce=2&category=acrcp_v1_32&sig=AOD64_1c1XOosqmveQuJyx_FOKTOostmbA&adurl&q&ctype=99&nis=6, (02) 9705 7806,", 10/28 Ricketty St, Mascot NSW 2020",Business Owner / Managing Director,92,High,pending,,,Plumbing & Trades,High,Personalized,,,,,,,,,,
info@easysolutionsplumbing.com.au,,,Easysolutionsplumbing,https://easysolutionsplumbing.com.au/?utm_source=google&utm_medium=organic&utm_campaign=gmb-alexandria, 0405 271 066,Rosebery NSW Australia,Business Owner / Managing Director,92,High,pending,,,Plumbing & Trades,High,Personalized,,,,,,,,,,
contact@quintessentialplumbingredfern.com.au,,,Quintessentialplumbingredfern,/aclk?sa=L&ai=DChsSEwjIuqufrauWAxWewzwCHQ0TFXQYACICCAEQABoCc2Y&co=1&ase=2&gclid=EAIaIQobChMIyLqrn62rlgMVnsM8Ah0NExV0EBAYASAAEgJZffD_BwE&cid=CAASuwHkaFHzylAUKdTkeuiaUIdASaC_KZl9tNk22EWkEoRJTelKb56PGIBgTDz5Dl6rniy4E6tI3QGjWCpG3_EYNR69auwps1w1BT_ifg134uOk9X_eQE7PvtqJsIvDhXDab9Yh4dEirxg9vIVrnl--TagNmH-1308mkPtEIRozjbJLTOPCdmTanN9RhNTBeYJVuv7DKd6rFuaXOfJw1yk0k8RpkW-NA4GrYfQUFA2EkJIhKFOU1uysSsqRuQiw&cce=2&category=acrcp_v1_32&sig=AOD64_27oIerPft7ERL3d7AShkEJNrmDMg&adurl&q&ctype=99&nis=6, (02) 9002 7385,Redfern NSW Australia,Business Owner / Managing Director,92,High,pending,,,Plumbing & Trades,High,Personalized,,,,,,,,,,
